business_id,text,labels
UYkbkXVD-wK3OhXQrNJTGg,my husband and i really love this place it is a salad place but don't let that deceive you they have great korean food too my husband's go to is the bulgogi kimbap you have to buy two we usually eat one then and save one for later and the soon tofui sometimes go for a more western approach with the bulgogi wrap the japchae is yummy too honestly you can't go wrong if you want some korean food without going to a bbq placethe service is always extremely friendly and helpful too they have patbingsu and slushie style boba milktea honey dew is always a winner in our bookit's a small place but definitely worth the stop ,positive
N29UW_f0SUXEBWHB20hwvw,wow what can i say  the floor show guy pissing in the bushes as we pulled up i thought would set the tone but the meal was wonderful  my family and i never had kbbq prior and the waiters were very helpful walking through everything  we all enjoyed it,positive
qsm7SkX60JsajT7Yz248FA,gonna preface with i'm not a big fried chicken personcame here with a group of 7 and i think we ordered 4 larges 1 spicy 1 fried seasoned chicken 2 soygarlic we thought we called in our order but there seemed to have been some miscommunication or the person on the phone seemed newwe got there and apparently they don't let you call in orders lol luckily it was a monday night and not too busy so the wait wasn't that long to be honest lost track of time which is a good sign right the spicy was a bit too spicy for me i'm kind of weaksauce so i didn't enjoy it that much found the fried seasoned chicken to be too messy part of the reason i haven't been a fan of korean fried chickenbut i was obsessed with the soygarlic between the two larges of the soygarlic that we ordered i think the second was slightly better than the first which came out at the same time as two of the others we'd orderednot sure if that's what made the difference i like the skin crispy but not too crispy that it feels like a shell in a perfect world this place would be closer to the city and the meat would have been more flavorful toowill definitely come back and probably only eat the soygarlic haha,positive
-hto0uJjh8KFQZGc9ZAcuQ,don't let the hole in the wall look of this place faze you the food is unpretentious and delicious the grumpy grandpa who makes the food hardly talks it's kinda weird cause sometimes it's just standing around not sure if he heard you but it's worth it,positive
OzGk7arJv6FPrWqaYSvyKQ,i heard about choi's opening a kitchen back in early fall and have been excited for the day to come i came here saturday night around 625 pm during its first week of opening and it felt pretty busy since the place is so small they had no menu in sight but they told us what they had available i ordered bibimbap and my friend ordered a chicken teriyaki bowl the orders are togothough they had some table space but it was all taken the bibimbap was great i enjoyed the flavor way more than the bibimbap at cafe international it came with all the essential veggies rice and fried egg the order also came with a side of yook soo if i remember the name correctly beef broth overall the food felt very traditional and homemade the cook is great she seemed flustered but i am glad they had a good turnouti am going to come back and try more of the food i asked and she confirmed there is kimbap there is also jajangmyeon spicy pork short rib and possibly more this place has great potential and i am excited to see how it goes for them i would just say they really need to finalize a menu and have it somewhere this is especially important if you have customers who are not familiar with some korean dishes it also would be great if this turned into a sit down restaurant in the futuremostly because i love banchan hahatldr new spot for authentic korean food check it out,positive
OXDo1mHlp2Io3CM6a1aB1w,i don't even know where to begin every item i have ever ordered from seoul taco is incredibly tasty i loove the kimchi rice also the tofuawesome if my boyfriend is here visitingi have to take him at least twice he is moaning mmmm spicy pork tacos in my ear right now,positive
5h4M4YhF9H3-6kfXv4eLew,we have been looking for a korean place in the st pete area for so long now that i was delighted to find dooriban i would definitely recommend it to anyone looking to satisfy a korean food craving the kalbi here is good  decent portion size and good flavor the japchae is really yummy although a bit greasy those are our main staples when we come here we have also tried the wings spicy the pancake meh and the mandu meh all in all when the craving hits i will definitely come back,positive
-pjWlAzv4qRxB3Gu1D4t6A,i ordered the thai bowl and salad rolls i loved the peanut sauce the thai bowl was good i chose jasmine rice the salad roll fell apart so i gave up trying to eat it but i had good flavor the service was friendly and fairly quick i love the atmosphere i'd come again and would recommend it for a fairly quick and healthy bite to eat,positive
ZzJofWxYndRUyiOyPI-O7A,waitresses  patient funny fast and know the menu food i mean i'm giving it 5 stars lol full of flavor menu a lot to choose from location medium size and cozy hole in the wall atmosphere chill fun and korean would i come back again of coursedo i recommend this spot 1000 times yes also the music was on point as well the only thing i would recommend is that they had all you can eat but i would still come back really good ppl and food,positive
CU75YM3XOAQ4lO12eWdlcA,i have been to sa ri one on four different occasions each time i have loved my food and service has always been good the first time i had jaeng ban ja jang the next time i had the bi bim bob after that i tried the jop chae and the most recent time i had bul go ki chicken my favorite was jop chae but all of them were flavorful portions are large i always have extra for lunch or dinner the next day i'm not a big fan of all the accompaniments they bring though i like the fish cakes and pickled zucchini i personally like all food but asian cuisine is my favorite so take that into account i'm a flexitarian and it's easy to create vegetable dishes and they are nice about modifying the entrees to fit my dietary preferences i recommend sa ri one and i will be back again,positive
1dLWCD6CjSHD7PTfi5ZVNQ,how can you go wrong  the food is outstanding with generous portions  if you are not sure what it is on the menu just ask  friendly staff works hard to make sure you have a great meal,positive
kc6GEK0fCptiqKy0l4l7kw,i love this place the service is always amazing and the staff are friendly i have no complaints with their food my favorite is the cajun wings i prefer this place over soho any day i'm usually not a fan of soft skin buffalo wings but the seasoning of the cajun wings made me not give a care in the world i ate here almost every day at one point,positive
u9modXzD6V2Gbpq0YS9W6Q,i have frequented oishi at least 12 times a month since my family moved to pa 14 years ago we love this place the owners are the kindest people and they take note of their regular customers we always get treated so well and the service is fantastic the atmosphere is really unique  they moved locations in the recent years for more space which they definitely neededyou can't go wrong with anything on their menu i've had their noodle dishes rice bowls tempura sushi and teriyaki they've got some really unique specialty rolls and their sushi is always super fresh they also have a lengthy list of kitchen and sushi bar appetizers i have never had a bad meal here if you plan to go here make a reservation they are always booked solid on the weekends so the wait time can climb pretty easily fyi its byob,positive
1nwCEY5pSLBLtjxsVj1kLQ,hopefully i can come and try this  love vietnamese food  love the soups and frequently ate vietnamese food in san francisco,positive
qc-xhHvmyzyrBAOZUeleig,it was my first time here i was expecting your typical sushi place in south tampa based on its name but surprisingly it's own by koreans and they offer a lot of delicious korean food so we ended up ordering all korean food which came with all the korean small dishes beforehand we had the haemul pajeon seafood scallion pancake which was huge and enough for 2 people to share i had the sundubu jjigae which is spicy tofu stew you can pick beef pork or seafood i picked beef which tasted good but i feel for the spicy tofu hot pot seafood probably pairs the best it's a great remedy if you feel sick overall a solid place and a surprise that it is actually an authentic korean place disgused as a sushi restuarant i actually like this place better than sa ri one,positive
9llupBLdHKFzfawIk6I74w,the best korean bbq i have had in ages the pork bulgogi is my favorite we always bring out of town guests here they are never disappointed,positive
BnprLJ4Lr33--YjTmgk9Zg,a cozy restaurant with great food and friendly staff give this place a try the specialty rolls are great ,positive
68ThEdiK0eWCEgGEmV9Tng,a great neighborhood gastropub with a spin i live very close to southgate and had been wanting to try it out for some time now on a rainy sunday i figured brunch was the perfect excuse to stop in the space it fairly small with a long bar and about 6 or 7 tables great for groups of 26 although i did see a larger group in the back the decor is dark and reminiscent of a pubkorean soju bar the brunch menu is concise with a good selection of dishes to choose from we got the chicken and waffles short rib loco moco and deviled eggs chicken and waffles was a hit the chicken was flavorful with a crispy cracklin skin a spicy maple syrup or honey drizzle would have been a great addition but then you run the risk of soggy chicken and no one likes soggy fried chicken the matcha waffles were dense and crisp and a good compliment to the chickenmy short rib loco moco was hearty and rich you get a generous portion of soft short rib the rice and pickled jalapenos were a nice offset to the rich egg and meat we were intrigued by the deviled eggs and they were a fun spin on the party classic the kimchi's funkiness cut through the creamy yolks and the whites were soft boiledoverall i'm a fan of southgate it's a great place to take friends for dinner drinks brunch pretty much any occasion,positive
QWqKTWQ2OiDgo3dzNkpung,food is good wide variety of stuff on the menu service is good price is average korean cute interior,positive
z3jfgtlDBww3jTPLosPeew,this is a little restaurant that's kind of hidden someone told me to try it bc its more authentic korean food and i really liked the food and the sides it came with we got the beef  short ribs dumplings and the seafood soup i thought everything was good but my friend thought the seafood soup was too thick we shared that and still had plenty left and the prices were reasonable,positive
oTTx4ObLjOWVCtGXU_8AUw,good first impressions my first time to k pot in philly what is there more to love than a restaurant that combines hot pot and kbbq came here with a bunch of friends who had already ate here before and first impressions were greatfooddrinks in regards to the quality of the food i would it's pretty good for an ayce place you first pick whether you want hot pot kbbq or both afterwards you choose from a menu of all the ingredients you want and the broth if you decide for hot pot if you want my honest opinion doing both hot pot  kbbq is great but you lose track on what you order for which and you'll start mixing the meats though it probably doesn't matter they have a full bar and obviously a soju selection which is great i ordered a long island ice tea for fun which was good and strong though nothing special as with most korean places the soju mixes were good 1 pitcher can give 34 people 23 shots finally they do have a sauce bar for you to make your own saucesserviceenvironment pretty hippy place it has a huge parking lot in front so don't worry about parking i was in a group of 6 and as we were ordering our food they actually started coming out haha server was attentive and wasn't overbearing which was great as with all asian restaurants you can grab other servers very easily and they might be able to help you out even though heshe might not be your serverrating 8510pros decent quality great restaurant with parking hot pot  kbbqcons can be very busy,positive
M9yGovzfImwcj31b7BztYQ,i come here all the time from memphis been at it for over 5 yrs still leave this place satisfied,positive
PJ2FbMY7UpPsAiWtPZGcIQ,here is the deal on this place  it has the best bing soo in st louisi can say that because you can't find this anywhere else  probalby another hidden st louis secret  basically bing soo is the assortment of red beans doughy sweet stuff fruits and shaved ice coupled in a big bowl  they only serve it from may until the hot days of summer die downi didn't even speak about the pastries and baked goods  slightly on pricier side but korean bakeries tend to be mroe pricier  certainly tasty  i have to find some pics to post because i think the interior of the bakery is clean well lit peaceful and i think even has wifi,positive
IbndcMURguByburM72o3SA,love this place the conversation flows early in the morning with the regulars the owner has a wonderful personality i wish the prices were a little lower but it is the main street in newtown afterall if they had veggie meat replacements veggie sausage or fakon my breakfast would be perfect also heard a patron disappointed by a concern i share no dairy replacements to lighten your coffee soy or nut milk would be nicebut overall this place is the greatest small town gem,positive
AwvhobfqOJNBnbXQ_pB3pw,i have to admit  i was surprised with chix  bowls i feel like i've subconsciously avoided it for a while because i thought it was a chain  but i was wrong there are just two locations one in rittenhouse and one at washington square this place is a great restaurant for a quick cheap and relatively healthy meal  especially in rittenhouse where things can get pricey i would recommend bringing cash because most items you order there are just shy of 10 and they have a 10 credit card minimum i got a teriyaki bowl with grilled chicken and chix rice which is is basically yellow rice cooked in chicken broth the grilled chicken was delicious especially with the teriyaki sauce and the vegetables were great overall it was a solid and cheap meal,positive
7FAu3RT5V4baRyePoG-_xw,this is our go to sushi place now if you want to sit down and have dinner with your family where everything comes out at once this is not the place with sushi it comes out when it's ready so you might get yours before your kids get their food or you're sitting waiting for yours while everyone else is eating prices vary depending on what you get i've only had their ramen once and i was very impressed my kids love the ramen too but most of the time they get the teriyaki chicken and rice most of the time we get all you can eat or i just get à la carte  our recommendations for sushi are easy which is a raw roll super spicy  but amazing king kong deep fried deliciousnesshawaiian this one is super yummy with diced fresh mango on top,positive
iryqT-RFwl7erA4MDAuLyg,awesome experience here it's setup like a chipotle assembly line so the line movers fast they have fresh sushi and various sauces to entice your taste buds good service and hip interior adds more flavor to the experience one star was taken out bc of the price and saltiness for amount of food you get,positive
c0TznEkK0x57wbVEepFWrw,crazy good korean barbecue or galbithis one is hidden tucked in a corner without effective signage  i didn't know it was there when first taken by a friend several years ago  it's really exciting when you find good and authentic cuisine in unexpected placeshavent been there in a long while because i had moved well it's still amazing  we even came late not knowing their new open times but the waitress didn't seem to mind  in fact she was energetic hospitable and made us feel very comfortable propsive had korean food in different cities  the food from one family ranks among the best and i have found nothing in tampa that is comparable  take a good look at the attached pictureyes yes yaaassssss,positive
1TUaFvwm24xQo1RIdt1w9g,so happy to have tried the new restaurant oori in chester c pa i've been back several times now and the food and service just keeps getting better the first time i tried oori a friend brought me to the restaurant for a lovely sunday lunch i ordered the house ramen and it was delicious the fried pork was perfect and melts in your mouth the broth tasted fresh and spicy the atmosphere was casual and the decor monochromatic and tasteful but it was loud they could use some sound panels on the walls the service was good and the host was friendly and remembered my friend from the night before i will definitely go back there's so much more to explore on the menu than just ramen since i've been back i've tried the wings and except for my dad's fried chickenhe's from nc i've never had such yummy fried chicken wings crisp and crunchy but not greasy the number of tasty flavors should each be tried they are all amazing one evening we took my youngest son who is a wing aficionado he ordered the wings with a togarashi dry rub when sesame garlic arrived he let the waitress know and she immediately brought the correct order and gave him the wings complimentary to correct the mistake happy accident since they were amazing we have also tried the cabbage salad which we always order it's a perfect compliment to the spicy wings the dan dan noodles are also really good and filling next time bulgogi,positive
-hto0uJjh8KFQZGc9ZAcuQ,there isn't much street appeal to u city its hidden behind cicero's and looks a little dumpy but don't let this fool you the food is amazing i go here pretty frequently for the bulgoki beef which is a simple dish of really well seasoned beef rice and sprouts i sometimes add extra sprouts because they are yummy i've also had the beef vegetable bowl which is more saucy and has other veggies but the bulgoki beef is still my favorite,positive
YQT53_5tc_sp3_Xp4c5Ehw,i know this place has been through a lot especially after the horrifying fire that burned down the building and had it closed for quiet some time however the fire did now stop takamatsu from opening up again they rebuilt the building and brought it back to life they even kept the cat statue that survived from the fire he sits near the sushi chef near a new white cat as he remains his charcoal color as a symbol of his survival they serve sushi here along with korean bbq they also have a karaoke section where you can sing and drink along with friends i have been here before for a friend's birthday about a year ago and i did the kbbq and that was delicious it was the typical kbbq style of cooking and meat choices however the only downfall would have been it wasn't all you can eat i haven't tried the sushi yet so i'm unsure how the quality of sushi is here i did however enjoyed myself with the happy hour time after 930 at the bar drinks are half off and you can just socialize and drink with your friends you can even go karaoke if you wanted to or just drink and enjoy others doing karaoke overall i enjoyed my time here it was a great place to just drink and socialize and i would want to come back and try the sushi next time,positive
tf6S06LD09IFDHUpOPqPaw,being a latina from los angeles i'd like to think i know good tacos this place does not disappoint i got the triple play with two ahi poke and a batter up and both were fantastic pair that with a sunset and kids at the batting cages and it's a great friday evening will definitely come again and bring my friends and fam,positive
kg8N1PNJM5cJmSkafUZ0Ug,solid home cooking korean food mom is running the kitchen and the daughter is in the front of house when your traveling and your craving asian food cherry hill is a good pit stop for food friendly good service and its clean,positive
IxlIgLbIbynzJdzeqO860Q,great food and service it can be very hard to get a reservation during the weekend though so if you want to try this place i would go during the week,positive
ZCZkxo29UKOkKYcxgmwLSA,on the south side of indy this is our favorite korean restaurant to visit very friendly staff and environment they are super generous with the banchan side dishes prices are on the high side but the food quality is good staff may have suggestions for first timers i recommend the meals with short ribs galbi the bulgogi beef is also a safe bet the menu has more for the more adventuroustakeout for covid19 was very easy and convenient,positive
MWdO8vvXEtswuBM4wOgVzw,last week we decided to give sapporo 2 a try and i have to say this was by far far some of the best sushi i have hadour server justin explained the menu in a way we wanted everythingneed to come back for more if you like sushi please go to sapporo 2 you will leave loving it fresh generous and amazing we can not wait to go back to sapporo 2,positive
o1DuWXCV_kg_mSqNOxUdew,this was our first korean grill experience and it was amazing it was all you can eat and the waiters was excellent they were prompt to change the grill top and bring the food at the perfect timing food was delicious love love love,positive
BnprLJ4Lr33--YjTmgk9Zg,by far the best sushi i have had in philadelphia the rolls are creative and it has a fun energetic atmosphere the yakuza and the triple double spicy tuna are to die for doma is not just for sushi lovers there other dishes are amazing between the doma ramen and stone pot everyone can find something to  love,positive
z3jfgtlDBww3jTPLosPeew,this place is incredible  local koreans swear by it the food is absolutely perfect each and every time and the staff couldn't be friendlier or more efficient a topnotch eatery in music city if ever there was onei'd personally recommend the bulgogi bibimbap or  if you're a fan of spicier foods  the kimchi jjigae a piping hot stew filled with delicious kimchi the traditional fermented cabbage which packs a punch but is a staple with any korean meal  enjoy indulge and trust the staff,positive
z3jfgtlDBww3jTPLosPeew,i just went there for the very first time today and let me tell you it was spiritual i got take out of the kimbap the bibimbap and the kimchi fried rice plus the included sides i'll be honest i wasn't sure what to expect i make most of the korean food i eat at home but a friend told me to check this place out do yourself a favor get some of this grub it's fing astonishingfirst off when i went to pick up the food the whole restaurant smelled incredible so delicious the staff were kind and funny people who were super helpful so thank you when i got home my partner and i devoured this meal the sides man those sides how could they be that good but they are i'm sitting here in tears over how beautiful this meal was i forgot to take photos for yelp oh well next time because there will be a next timeand many morelastly we really only ordered 3 items but it is a ton of food we have 23 full meals worth left because of how much there is bless this fine establishment,positive
ZCZkxo29UKOkKYcxgmwLSA,called ahead and they had everything ready for pickup  as always the food was terrific especiallythe chap chae sisters continues to be our favorite south side restaurant and favorite indy area korean restaurant,positive
MwwCeoby8xfACNV2TpwETg,nice little korean joint tucked away in a strip mall by the oxford valley mall area food is amazing recommend their pajun dolsot bulgogi and yook kae jangif you're in a larger group i'd highly recommend their bbq or their budae jjigae which is a large hot pot that hits the spot on a cold wintry night,positive
HnZCbSY0Ipn8Ydg0Ii8xCg,the food was good but the wait staff could use improvement  monday night and it was slow so we were seated immediately  ten minutes then passed before the server came for our drinks  they seemed to realize they had left us waiting because we were then bombarded by service from our server and the hostess neither of which knew what the other was doingfood came out at a good pace and was pretty good  we had a las vegas roll a samurai roll mackerel nigiri and tempura ice cream  the miso soup was ok the edamame and tempura were great  i was surprised by the samurai roll which contained strawberries but complimented the sweet eel sauce and was very good  the vegas roll had too much cream cheese and i couldn't taste much else  mackerel nigiri was decent but we are in the desert and it was a monday night so quality was understandable  tempura ice cream was tasty and looked very pretty as did everything that came outthe wait staff was very friendly but they need to work on their communication or have better management  i would hate for a good restaurant like this to be bogged down by sub par service but i'll definitely go back for another taste,positive
-6nqH2tdNHQdqb8LvILlBw,had lunch with a friend here  i ordered their smoked eel salad which was very good  david took care of us and let me know that after my glass of sweet tea ran low they had run out of it  so i changed it up for a cocacola  the inside was very festive with holiday decor  and then it hit me i had always eaten outside on the patio without ever coming inside  so it was nice to actually go inside and see it,positive
0z1VO3Js0NdTOKLYDa15zw,this place has been around for many years and has always been absolutely superb try everything on the menu,positive
t7lXDRAytv_pq5FLWSxtaQ,this place is great being korean i come here probably every week cheap gradea produce great kimchi decent marinated meat in korean marinade a variety of korean snacks and frozen products i always get kimchi here and it's consistently great their seafood selection is pretty fresh and cheap compared to other grocery stores there are some places in chinatown that are cheaper but the quality there is very questionable from the smell feel and lookthe only thing missing at this location is that this hmart doesn't have a food court like the other h marts in philadelphia area their prepared food in the store is somewhat lacking both in quantity and quality compared to other places too,positive
v17tgCRjuPQiFOq4uvEI-w,love the authentic korean food my kids and i love eating here you can pick your sides and your protein and starch the hot stone is the favorite,positive
M9yGovzfImwcj31b7BztYQ,loved it relish foodgood service reasonably priced and pretty casual nice menu options,positive
Plgm7jeRg8xbrku_tDitEw,this was such a delightful surprise oh my yum i got the spicy pork bowl and it is so delicious fresh great flavors the meat is perfectly done i tried the three sauces they offer i liked the spicy mayo and loved the wasabi this is definitely worth a stop at the galleria,positive
uRbpWGias7qjP1fBOtcvAA,i was excited to find this place in the new food court area in dt it's so convenient for lunch and deliciousthey serve tacos burritos and quesadillas  probably other things that i don't quite remember now i went with a quesadilla with steak it hit the spot and was so good i also placed an order of fries beware the fries order is good for like 3 ppl  hugeeverything was great for lunch i found my quesadilla was a bit too big so i took it home with me in a togo container my coworker tried the tacos and said they were pretty good as well happy this place is so convenient plan to try it out more often,positive
0bjED1wks9zYFM2386Sn1A,solid spot to pick up a quick but quality meal there aren't any other korean spots in the immediate area so this definitely stands out whether you're looking for something to add to your goto rotation or just looking for a nice takeout meal you should definitely check this place out believe it one of those ghost kitchens that is operating out of poke onotheir bowls are great and filling you should definitely try the different protein and toping options until you find your favorite for me i think the bulgogi and spicy pork are the best not saying this is the best bulgogi but for fast casual food it does a great job also recommend adding the kimchi and bop sauce gochujangthe korean popcorn chicken is really addicting and always hits the spot they're nice a big pieces that keep their crunch even with the gochujanglike sauce on them the mandoo dumplings have a nice crispy outside the vegetable ones are just ok but i enjoyed the chicken ones more,positive
aU1YYBZJOus8scypsqJ2_g,very friendly staff and wonderfully delicious food  service was quick and portions were very generous,positive
o1DuWXCV_kg_mSqNOxUdew,already been here a few times each time the experience has been great great customer service the owner not only greets but also helps staff staff not just the waitress constantly hacks to make sure everything is good from changing grill to filling up water and ordering more meats andor sides husband and i decided to go for father's day today they were really busy so there was quite a wait but was still worth it they're all about customer service and keeping customers happy there was a not our waitress girl who helped out tremendously and was very nice kept smile on her face and water in our glasses very friendly i think her name was courtney,positive
cKMGS2Agns1ySTeWiFqMoA,visited yesterday with my daughter ordered 3 dishes to go and all were great it was very difficult to smell their aroma in the car and not dive in somehow i needed some special help finding particular items in the store and the lady working there the owner was extremely helpful and courteous the place isn't on my side of town but i will be trying to find reasons to drop in again soon,positive
b1pdnbYvBdtTxJOOom5WmA,so good this place hits the spot every time chicken is always freshly prepared and the flavors are two thumbs up the best way to eat andy's is to sit in the store at one of the picnic tables while your order is pipping hot crunchy delicious happiness,positive
bn2jWrB_aXdQP4YoyUVVIQ,i really love this place i've been ordering delivery once or twice a week over the last few months which is terrible for my wallet but so extremely rewarding for my taste buds soondubu and jajangmyun are my favorites i used to live in nyc and went to ktown often but when i moved here i realized philly doesn't have as many options for korean food so it's a blessing that this place exists it's consistently good and satisfying food that's reasonably priced what's not to love,positive
o1DuWXCV_kg_mSqNOxUdew,very fun all you can eat korean bbq place while in town for the night we decided to try ijji 4 after searching for restaurants near our hotel we were seated right away and continued to have friendly and prompt service all night would highly recommend,positive
KFCxKvsEoJvTMY1J7Nno2Q,we came here for my daughter's free birthday dinnerhas to be on the day of n proof of id love this place we went on a weekday so it wasn't crowded the staff was friendly and very attentive to our needs everything we ordered was all there the meat was well marinated for the bbq the only thing i wasn't too happy about was their headless shrimp i like whole shrimp when eating hot pot place was well decor and spacious they have more sauce option than nine ting in philly chinatown this will be our goto for hot pot and korean bbq instead of philly,positive
WSgZHMgW6CI62QTJik53AA,kimchi and cheese together is a genius and tasty combination try the burritos or tacos or quesadillas for the best fusion flavors very fresh and flavorful pico de gallo and salsa or the bowls or kimchi fried rice or bibimbap for more traditional asian flavors it's a small storefront but very clean and welcoming napkins and giant bottles of sriracha on each table offers the usual soda along with fitz's root beer and some craft ginger beer the kimchi is also really well fermented and excellent,positive
rwDq9kqpKvs01wLbOTHzKw,just moved to indy and looking for our new go to restaurants we have tried about 10 so far and all of them were average thrilled to report that tian fu was great we will definitely be retuning often we decided late sunday night to try their peking duck make sure to call ahead if you want to try too 30 minutes later we arrived and they had it ready for us it was great the rest of our selections were tasty as well we will make this a usual stop for us when we are tasting chinese,positive
h2-mPUMYJ5pF_gVurDL3lw,not your regular sushi buffet as this is a bbq restaurant with your choice of unlimited meats that you cook at tableside yourself for 3 more  the sushi is standard sushi but if you want to get more exotic they have sushi chefs who will create sushi of your choicevery attentive service and food was fresh and was very good  i would make it a point to eat here again,positive
2E5fh57OvOQMWwxxEOkN8A,we came here just to see what it was about friends had been the other day and encouraged us to try it we were not let down to say the least all ofthe meats were very well seasoned and the staff was very helpful even teaching us how to eat the shrimp the traditional way i will say not all of us sucked the shrimp heads but we had a couple of brave souls the prices were good and we will be back to try some of the dinner items,positive
kg6yWp6MJPCMw0kT4l3O6A,great bulgogi bibimbap yaki mandu bubble tea drinks and coffee drinks good portions and fresh vegetablesingredients  comparable taste and quality to what you can find in hawaii and korea friendly family owned operation i see they are offering spam and eggs breakfast and spam musubi i'll come back and try that when i'm missing hawaii,positive
IsmxvaMe2i-eWnHDyC0WJQ,hot stone bibimbap is my new obsession i dream of the crispy rice on the bottom of the bowl and the hot sauce that comes with this i'd stlil say giwa is my preference but rice  mix is much roomier for eating in and much more convenient to my office clean friendly quick service this place is a winner,positive
1QCZS_3x7_JLekGJAqnhMQ,food was great fully flavor but not too muchportion is good maybe need some more rice with iteven we have to wait for little long and we start getting upset but the food make the bad mood gone in secondonly one things that i have to take 1star out is the togo order they forgot rice with the bibimbup only condiment in the bag so sad,positive
k5cwuKa2QxiLtTLVNxCwxQ,why are people afraid of new orleans east i've visited no many times and staycationed with the locals bf was born and raised many times in the last few years and i am so sad i didn't come here soonerthe broth their broth it is magici'm from the sf bay area where we have more vietnamese restaurants than po' boy restaurants in no and i can't honestly remember the last time i had pho this goodno really i love pho i'm from asianlandcalifornia we have a lot of good asian foodi am being very genuine and honest when i sayeat here,positive
HTgKfmmlzgE43trhntv8-w,stopped by with a few friends on a sunday night for dinner there was no wait and we were seated right awaywe decided to start off with some appetizers we got the haemul pajeon seafood pancake and goon mandoo fried dumplings the small size of the pancake was more than enough for 3 people and delicious my friend who is vegan was able to eat the fried dumplings as they were vegan we each got our own tofu stew which came with a side of rice i tried the seafood tofu stew which included shrimp mussels and other seafood the tofu was soft and the broth was very flavorful i got the spicy level which had a good kick to it but not overwhelmingly spicy they were able to make a water based tofu stew for my vegan friend which was awesome she did mention though her stew was a little bland the interior was nice and the service was great our server was friendly and knowledgeable about each dish and the ingredients also our dinner was very affordable as we felt that we got a lot of food for the price covidwise everyone in the restaurant was wearing masks overall loved it here and will definitely be coming back soon,positive
w-4oUyYk-0wN3Gg0YN4M9g,this place is great for a fun time and food their prices are reasonable and you can cover the hourly fee with food ex if your room costs 78 per hour you can order 78 worth of food from the menu to make it worth it my only complaint is that the karaoke systems are difficult to use it takes a while to figure out how to find specific songs mute the original singer's voice for solely instrumental and how unorganized it becomes when you realize to find new songs you can only scroll a list and not type it into the search engine additionally the serves will not alert you as to how much money you have left to spend on food to match up to the karaoke room price i guess this is a smart way for them to maximize their profits but still lastly the bathrooms are pretty dirty each karaoke room has a private bathroom which is convenient and great but due to the excessive drinking that occurs puke stains remain from previous sessions and the servers should be much more attentive to this issueoverall the atmosphere is very trendy and the service is adequate they should be more aware of the complaints mentioned above though,positive
ZDdNEwBENLXBT3jjQD5STQ,fast  fresh and delicious love their food and seating is nice soon as u walk in ur know ur some where different,positive
xQ2hGUt62iZr5Gc3PrASYg,this place is pretty awesome it's a spin off of pf changs bistro and just like pfs this place is delicious only reason i left 1 star off is the food still isn't as good still as what pf changs is and it's a little pricey other than that this place is pretty awesome they have friendly staff too just a side note the coke machines are like nothing you've ever seen they have big touch screens and like a bazillion drink combinations,positive
KFCxKvsEoJvTMY1J7Nno2Q,i've heard of meat sweats before but i've always thought this was an exaggerated myththis is no mythi was heading to another korean restaurant that i hadn't been before when i saw the ten hot pot sign and i swerved into the parking lot i had never been to an ayce korean bbq beforeafter being seated i was given the run down by the host and the server i got the bbq and hot pot combo i chose my broth and meats for boththen out comes the appetizers kim chi diced daikon edamame and a couple other palate pleasers that i can't remember  out comes the meats and it's a lot of it the server lights the grill and adjust the hot pot heat and left me grill and cook away i got several cuts of pork beef and some seafood when you read ayce you think you can put away a lot and enjoying it i couldn't make it anywhere near the two hour limit that's given i ordered a second selection of different meats and pretty much regretted it i stayed about an hour and fifteen minutes an enjoyable 1hr 15 mini left stuffed and ready for a napas much as i thought i could eat plenty of these thinly sliced meats i really couldn'tmaybe this is something i could try annually but definitely not on a regular basis,positive
g6YU9lV-caYDhiPJviIMeQ,i love this place it's close to my house and there's a section of the menu with all of the cooked sushi which is especially nice for pregnant people the sushi is always delicious i are at the bar for the first time last week and they made my orders super fast and they were really nice,positive
-pyobEWdpZ6jUp42f3I2xw,love this place  my wife and i hit this place up a couple times a month  the spicy pork and chicken bulgogi all day long  service is great as well  it gets busy but we've never really had to waiti believe they now have a 2nd place in philly but i haven't made it there yet,positive
v17tgCRjuPQiFOq4uvEI-w,food is great we're familiar with korean motherinlaw is korean and other than the chicken very mildly flavored we were very impressed   i had bibimbap husband had kalbi plate son had chicken and rice  we wondered before coming what the portion sizes would be like they were large  the amount of veggie sides was generous location was easy to find restaurant was clean service was satisfactory not as fast as chipotle but we never expected it to be since they're having to educate people on what items weresuggestion  label the sides in english and korean name korean name in english not korean characters so people know what they're asking for and educate them at the same time,positive
7PbJjm9Oeq9LqM9zKsF-8g,this place is very good my parents love galbi tang they usually get their galbi tang from ktown in la and they said this was as good or even better food was affordable and delicious the service we received was actually very impressive i highly recommend this place a gem of a restaurant,positive
